The neon butterfly flutters near the garden shed,butterfly
A black cat is walking across the brick patio,cat
The young chicken is following the old rooster,chicken
A gentle cow is standing in the light rain,cow
The fast dog is running through the grassy park,dog
A strong elephant is carrying a large wooden log,elephant
The beautiful horse has a long and shiny mane,horse
A white sheep is standing in the middle of the yard,sheep
The long spider is stretching its legs on a leaf,spider
A clever squirrel is burying an acorn in the dirt,squirrel
